Time,Temperature-DV01 Monitor: Temperature-DV01 Monitor (K),Temperature-TS01 Monitor: Temperature-TS01 Monitor (K),Temperature-TS02 Monitor: Temperature-TS02 Monitor (K),Temperature-TS03 Monitor: Temperature-TS03 Monitor (K),Temperature-TS04 Monitor: Temperature-TS04 Monitor (K)
0.00016195,293.634335210797,133.311681479519,116.822435099588,618.176828253069,8362.43039562317
0.0001631,293.634753481507,131.030406263776,113.900398035932,579.613423548595,7940.68422963278
0.00016425,293.635060480071,127.045559734609,110.632668241965,564.491487069915,7916.48957769162
0.0001654,293.635610576644,123.355609878614,107.622495121268,563.498383694447,7773.32063245271
0.00016655,293.636743775667,120.89657981846,105.20424532134,569.518525320027,7814.11280140468
0.00016765,293.637839432171,119.77288869959,103.779982327565,576.31359333615,7848.18467884398
0.0001688,293.638846356272,119.581884918434,103.364072477119,582.65732428375,7570.64471405872
0.00016995,293.639832791445,119.861387413988,104.196458651078,588.646384343834,7240.16755095619
0.0001711,293.640993176332,120.054141408823,106.068874693487,595.346228304315,7107.6240150154
0.00017225,293.642064804587,119.927575919236,108.146265089488,602.54034808446,7148.60215027575
0.00017335,293.643359094849,119.639936647581,109.538099092192,606.444179675412,7033.7163140635
0.0001745,293.644957780162,119.411701479009,109.766522723995,607.545914230851,6844.09836445425
0.00017565,293.646089349033,119.545062852392,108.008642567522,605.31081966512,6753.46094656437
0.0001768,293.64645293982,126.018183122903,104.894875186,599.346464473588,6658.75318090154
0.00017795,293.646893088733,163.128999688079,102.083895270365,590.174064092656,6545.31965166414
0.0001791,293.65248324025,159.933132291337,100.054141377044,579.062401535035,6411.26086853822
0.0001802,293.657464322808,156.357305603907,99.0511032226689,566.864199805775,6152.62127043187
0.00018135,293.631768041719,155.45417364469,99.0602345968906,550.606676853987,5750.3937590428
0.0001825,293.615354786812,156.801924112266,100.27377204447,533.356839774154,5289.66293161938
0.00018365,293.726259509978,158.303689871264,102.26324846693,513.652053172599,4851.19586908313
0.0001848,293.799768964412,157.848003974217,104.862543051645,493.591806702016,4574.7383139313
0.0001859,293.823749167451,154.281788999192,106.842248251207,475.895047441301,4428.11833307128
0.00018705,293.711958112794,149.334534588758,107.101806633282,458.08370598886,4357.64581409604
0.0001882,293.053429280265,145.828896661557,105.596633151568,440.464218347364,4315.48190652052
0.00018935,292.599743967235,144.024739409241,102.912895891046,421.996502952903,4326.49625351159
0.0001905,292.170212346872,142.865368904484,100.237256512483,403.641188640207,4307.27706654622
0.0001916,291.756139346387,141.883808443973,98.454456096196,386.189846047368,4259.85911829016
0.00019275,291.356655042813,142.678222101118,97.6705511088291,369.587951408661,4293.21201063197
0.0001939,290.982905512046,146.182511874942,97.9592642602483,353.267708202095,4434.69327102083
0.00019505,290.632142462951,148.916922491763,99.2989295132724,337.97029075489,4551.09835943079
0.0001962,290.26315546501,147.564044473097,102.048615376496,326.039420588704,3690.15144369471
0.0001973,289.998701221094,144.145567008802,105.093770223095,315.804017579426,2329.33392533479
0.00019845,289.734922509887,142.724562365461,107.650233707659,306.539922086949,1751.34995085504
0.0001996,289.345756637133,145.517473266786,108.3366980188,299.855800094459,1472.48440293294
0.00020075,288.905858462428,150.273021964286,106.817161103688,294.720748481137,1453.91233176855
0.0002019,288.547866100572,149.202484014463,104.167353290123,290.082704908051,1466.44360407308
0.00020305,288.251040129237,146.272187467418,101.865740661438,286.07275717566,1499.26720010065
0.00020415,287.993890111675,145.571520794104,100.717641883923,283.307510245276,1535.8357470739
0.0002053,287.723822518031,147.657626504827,100.485930561441,281.794630301197,1605.54550840133
0.00020645,287.437594206752,153.157981486002,101.484211496933,281.637403311893,1690.38293158722
0.0002076,287.178271894643,157.34020833047,103.462243107309,281.100972184613,1788.45125210049
0.00020875,286.951907325649,153.774786260048,106.161577182706,280.49755847098,1914.33693507074
0.00020985,286.737935589464,147.881542660622,108.693300497206,278.66115590083,2033.32535199038
0.000211,286.511006642258,144.013101410448,110.311212830612,276.466399982394,2172.47077836961
0.00021215,286.306204534423,142.667015710616,110.146075828236,274.47488727855,2330.87654847949
0.0002133,286.125613184724,144.20527843953,108.924771105966,272.106389198989,2493.12005216792
0.00021445,285.948448483789,148.404732030283,107.191979890018,269.954996473851,2662.12213006125
